propozitie,cuvant,stadio88,iulia,user,petru,victor,sergiu,stadio88_iulia,stadio88_user,stadio88_petru,stadio88_victor,stadio88_sergiu,iulia_user,iulia_petru,iulia_victor,iulia_sergiu,user_petru,user_victor,user_sergiu,petru_victor,petru_sergiu,victor_sergiu,Agreement,Inter-rater Reliability
Exercițiile și secțiunile de recapitulare contribuie în mod ideal la un model de repetiție conceput.,ideal,2,4,1,2,2,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,
Exercițiile și secțiunile de recapitulare contribuie în mod ideal la un model de repetiție conceput.,repetiție,1,2,1,1,2,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,4,
"Liniile rigide sunt adesea realizate pentru a fi presurizate cu azot sau aer deshidratat , care asigură un dielectric excelent chiar și la temperaturile ridicate generate de mii de wați  de energie RF, în special în timpul căldurii intense  de vară și a soarelui.",deshidratat,2,4,2,2,2,4,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,7,
"Liniile rigide sunt adesea realizate pentru a fi presurizate cu azot sau aer deshidratat, care asigură un dielectric excelent chiar și la temperaturile ridicate generate de mii de wați de energie RF, în special în timpul căldurii intense de vară și a soarelui.",wați,2,4,2,3,2,4,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,4,
"Liniile rigide sunt adesea realizate pentru a fi presurizate cu azot sau aer deshidratat, care asigură un dielectric excelent chiar și la temperaturile ridicate generate de mii de wați de energie RF, în special în timpul căldurii intense de vară și a soarelui.",intense,2,2,1,2,2,3,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,6,
"El crede  că ei exprimă aceleași preocupări pe care le simte și el, dar într-un mod diferit, și că este obligat moral  să îi tolereze  pentru că sunt mai slabi decât el.",crede,1,2,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
"El crede că ei exprimă aceleași preocupări pe care le simte și el, dar într-un mod diferit, și că este obligat moral să îi tolereze pentru că sunt mai slabi decât el.",moral,2,2,2,2,2,3,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,10,
"El crede că ei exprimă aceleași preocupări pe care le simte și el, dar într-un mod diferit, și că este obligat moral să îi tolereze pentru că sunt mai slabi decât el.",tolereze,1,2,1,2,2,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,4,
"A avut un dosar de serviciu exemplar și a primit prestigioasa  Cruce de Fier, atât de clasa I, cât și de clasa a II-a, și a obținut, de asemenea, gradul  nedistins  de caporal.",prestigioasa,2,4,1,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,6,
"A avut un dosar de serviciu exemplar și a primit prestigioasa Cruce de Fier, atât de clasa I, cât și de clasa a II-a, și a obținut, de asemenea, gradul nedistins de caporal.",gradul,2,4,1,2,4,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,4,
"A avut un dosar de serviciu exemplar și a primit prestigioasa Cruce de Fier, atât de clasa I, cât și de clasa a II-a, și a obținut, de asemenea, gradul nedistins de caporal.",nedistins,2,4,1,2,2,5,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,
"De asemenea, a fost responsabil de contrabandă cu droguri  și de crime și a mituit  atât poliția , cât și politicieni importanți.",droguri,1,4,1,2,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,6,
"De asemenea, a fost responsabil de contrabandă cu droguri și de crime și a mituit atât poliția, cât și politicieni importanți.",mituit,1,4,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,4,
"De asemenea, a fost responsabil de contrabandă cu droguri și de crime și a mituit atât poliția, cât și politicieni importanți.",poliția,1,4,1,2,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,6,
"Un model de spidering  intens poate duce la blocarea  accesului la site, cu prejudicii , a spider-ului sau a IP-ului dumneavoastră.",spidering,4,5,4,5,4,5,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,6,
"Un model de spidering intens poate duce la blocarea accesului la site, cu prejudicii, a spider-ului sau a IP-ului dumneavoastră.",blocarea,1,2,1,2,1,2,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,6,
"Un model de spidering intens poate duce la blocarea accesului la site, cu prejudicii, a spider-ului sau a IP-ului dumneavoastră.",prejudicii,2,4,4,3,4,4,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,6,
"Cu toate acestea, dacă programul este un fel de editor care rulează pe un desktop, este posibil să doriți să oferiți operatorului opțiunea de a salva  informațiile introduse cu trudă  în loc să iasă  din program.",salva,2,2,1,1,1,2,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,6,
"Cu toate acestea, dacă programul este un fel de editor care rulează pe un desktop, este posibil să doriți să oferiți operatorului opțiunea de a salva informațiile introduse cu trudă în loc să iasă din program.",trudă,2,2,1,2,2,2,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,10,
"Cu toate acestea, dacă programul este un fel de editor care rulează pe un desktop, este posibil să doriți să oferiți operatorului opțiunea de a salva informațiile introduse cu trudă în loc să iasă din program.",iasă,1,2,1,2,1,2,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,6,
"Cu toate acestea, într-un anumit domeniu deține  o putere extrem  de sensibilă, și anume  dreptul de a retrage sau de a bloca aprovizionarea, i.e.",deține,2,2,1,2,2,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,7,
"Cu toate acestea, într-un anumit domeniu deține o putere extrem de sensibilă, și anume dreptul de a retrage sau de a bloca aprovizionarea, i.e.",extrem,1,2,1,2,2,2,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,7,
"Cu toate acestea, într-un anumit domeniu deține o putere extrem de sensibilă, și anume dreptul de a retrage sau de a bloca aprovizionarea, i.e.",anume,1,2,1,2,2,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,4,
"Cu toate acestea, în ciuda  acestor limitări, în mare parte inevitabile , mai multe SUV-uri și camioane mai mari au fost convertite cu succes  la energie electrică de către pasionați.",ciuda,1,4,1,1,2,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,6,
"Cu toate acestea, în ciuda acestor limitări, în mare parte inevitabile, mai multe SUV-uri și camioane mai mari au fost convertite cu succes la energie electrică de către pasionați.",inevitabile,2,2,1,2,2,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,7,
"Cu toate acestea, în ciuda acestor limitări, în mare parte inevitabile, mai multe SUV-uri și camioane mai mari au fost convertite cu succes la energie electrică de către pasionați.",succes,1,2,1,2,2,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,6,
"Cu toate acestea, ploile abundente  și persistente  și furtunile  pot provoca inundații și înnămolire a solului, precum și eroziune gravă cauzată de ploi.",abundente,2,2,1,2,2,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,7,
"Cu toate acestea, ploile abundente și persistente și furtunile pot provoca inundații și înnămolire a solului, precum și eroziune gravă cauzată de ploi.",persistente,2,4,1,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,6,
"Cu toate acestea, ploile abundente și persistente și furtunile pot provoca inundații și înnămolire a solului, precum și eroziune gravă cauzată de ploi.",furtunile,1,4,1,2,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,6,
"Cu toate acestea, în general, este necesar să se aplice aceste legi la un volum de control infinitezimal , apoi să se utilizeze ecuațiile diferențiale  rezultate .",infinitezimal,4,5,5,4,5,5,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,7,
"Cu toate acestea, în general, este necesar să se aplice aceste legi la un volum de control infinitezimal, apoi să se utilizeze ecuațiile diferențiale rezultate.",diferențiale,4,5,2,2,4,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,4,
"Cu toate acestea, în general, este necesar să se aplice aceste legi la un volum de control infinitezimal, apoi să se utilizeze ecuațiile diferențiale rezultate.",rezultate,2,2,1,2,2,2,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,10,
"Cu toate acestea, este rareori  nevoie să spunem că acest artificiu  ar avea o valoare limitată dacă am ști că mitul  este o minciună.",rareori,1,2,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
"Cu toate acestea, este rareori nevoie să spunem că acest artificiu ar avea o valoare limitată dacă am ști că mitul este o minciună.",artificiu,2,4,2,2,2,3,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,6,
"Cu toate acestea, este rareori nevoie să spunem că acest artificiu ar avea o valoare limitată dacă am ști că mitul este o minciună.",mitul,2,4,1,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,6,
"Cu toate acestea, ar trebui să fie clar că diferite lungimi de undă vor suferi  interferențe constructive  pentru diferite unghiuri  de incidență a luminii primite.",suferi,1,4,1,1,2,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,4,
"Cu toate acestea, ar trebui să fie clar că diferite lungimi de undă vor suferi interferențe constructive pentru diferite unghiuri de incidență a luminii primite.",constructive,4,4,2,2,2,4,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,6,
"Cu toate acestea, ar trebui să fie clar că diferite lungimi de undă vor suferi interferențe constructive pentru diferite unghiuri de incidență a luminii primite.",unghiuri,1,4,2,2,2,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,4,
"Cu toate acestea, atenuarea nu poate merge decât până la nivelul plasticii sinaptice  și corticale a creierului, deoarece gravitatea ADHD  depinde  în principal  de aspectele neurobiologice.",sinaptice,4,5,2,4,4,4,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,6,
"Cu toate acestea, atenuarea nu poate merge decât până la nivelul plasticii sinaptice și corticale a creierului, deoarece gravitatea ADHD depinde în principal de aspectele neurobiologice.",depinde,1,4,1,1,2,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,6,
"Cu toate acestea, atenuarea nu poate merge decât până la nivelul plasticii sinaptice și corticale a creierului, deoarece gravitatea ADHD depinde în principal de aspectele neurobiologice.",principal,2,2,2,1,2,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,7,
"Peroxidul  de hidrogen se va degrada spontan  în apă și oxigen molecular, însă prezența unui catalizator accelerează  această reacție până la punctul în care a fost folosit ca sursă de combustibil pentru torpile și chiar pentru nave spațiale.",Peroxidul,2,5,2,5,4,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,
"Peroxidul de hidrogen se va degrada spontan în apă și oxigen molecular, însă prezența unui catalizator accelerează această reacție până la punctul în care a fost folosit ca sursă de combustibil pentru torpile și chiar pentru nave spațiale.",spontan,2,4,1,2,2,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,
"Peroxidul de hidrogen se va degrada spontan în apă și oxigen molecular, însă prezența unui catalizator accelerează această reacție până la punctul în care a fost folosit ca sursă de combustibil pentru torpile și chiar pentru nave spațiale.",accelerează,2,4,1,2,2,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,4,
Apreciez cu adevărat spiritul de colaborare  al acestei platforme  și mă angajez  să fiu mai vigilent în ceea ce privește problemele legate de drepturile de autor în viitor.,colaborare,1,4,1,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,4,
Apreciez cu adevărat spiritul de colaborare al acestei platforme și mă angajez să fiu mai vigilent în ceea ce privește problemele legate de drepturile de autor în viitor.,platforme,2,1,2,2,2,2,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
Apreciez cu adevărat spiritul de colaborare al acestei platforme și mă angajez să fiu mai vigilent în ceea ce privește problemele legate de drepturile de autor în viitor.,angajez,2,2,1,1,2,2,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,7,
Vă înțeleg  preocupările  legate de problemele legate de copyright  și de necesitatea de a menține  integritatea conținutului de pe platformă.,preocupările,2,4,2,2,2,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,6,
Vă înțeleg preocupările legate de problemele legate de copyright și de necesitatea de a menține integritatea conținutului de pe platformă.,copyright,4,4,2,2,2,4,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,6,
Vă înțeleg preocupările legate de problemele legate de copyright și de necesitatea de a menține integritatea conținutului de pe platformă.,menține,2,2,1,2,2,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,7,
"Dacă nu, masați  ușor mușchiul cu crampe , puteți încerca, de asemenea, să aplicați  gheață.",masați,2,4,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,4,
"Dacă nu, masați ușor mușchiul cu crampe, puteți încerca, de asemenea, să aplicați gheață.",crampe,1,2,2,2,2,3,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,6,
"Dacă nu, masați ușor mușchiul cu crampe, puteți încerca, de asemenea, să aplicați gheață.",aplicați,2,2,1,1,2,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,6,
"Dacă este posibil, găsiți un apicultor din zona dumneavoastră care ar putea fi dispus  să vă ghideze sau chiar să vă îndrume  în timpul noului  dumneavoastră interes.",dispus,1,2,1,2,2,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,6,
"Dacă este posibil, găsiți un apicultor din zona dumneavoastră care ar putea fi dispus să vă ghideze sau chiar să vă îndrume în timpul noului dumneavoastră interes.",îndrume,1,2,1,2,2,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,6,
"Dacă este posibil, găsiți un apicultor din zona dumneavoastră care ar putea fi dispus să vă ghideze sau chiar să vă îndrume în timpul noului dumneavoastră interes.",noului,1,2,1,2,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,7,
"În încercarea de a îmbunătăți acuratețea, armata a angajat un grup mare de matematicieni  pentru a calcula  continuu  ecuațiile diferențiale necesare pentru rezolvarea tabelelor de tragere balistică.",matematicieni,2,4,1,1,1,2,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,4,
"În încercarea de a îmbunătăți acuratețea, armata a angajat un grup mare de matematicieni pentru a calcula continuu ecuațiile diferențiale necesare pentru rezolvarea tabelelor de tragere balistică.",calcula,1,2,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
"În încercarea de a îmbunătăți acuratețea, armata a angajat un grup mare de matematicieni pentru a calcula continuu ecuațiile diferențiale necesare pentru rezolvarea tabelelor de tragere balistică.",continuu,2,4,2,2,2,3,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,6,
"La multe specii anuale   în condiții nefavorabile  de uscăciune sau de frig, există  doar sămânța.",anuale,2,2,1,2,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,6,
"La multe specii anuale în condiții nefavorabile de uscăciune sau de frig, există doar sămânța.",nefavorabile,2,2,2,1,2,3,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,6,
"La multe specii anuale în condiții nefavorabile de uscăciune sau de frig, există doar sămânța.",există,1,2,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
"În  nordul  Europei (nordul Germaniei, Țările de Jos și Franța), clasa de mijloc avea  tendința  de a fi protestantă, ceea ce corespundea  cu etica și filozofia muncii.",nordul,1,2,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
"În nordul Europei (nordul Germaniei, Țările de Jos și Franța), clasa de mijloc avea tendința de a fi protestantă, ceea ce corespundea cu etica și filozofia muncii.",tendința,2,4,2,2,2,2,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
"În nordul Europei (nordul Germaniei, Țările de Jos și Franța), clasa de mijloc avea tendința de a fi protestantă, ceea ce corespundea cu etica și filozofia muncii.",corespundea,2,4,2,2,2,2,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
"Pentru a obține acest câmp, camera trebuie să fie  suficient  de reverberantă, iar frecvențele  trebuie să fie suficient de înalte pentru a evita efectele modurilor predominante .",suficient,1,4,1,1,2,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,6,
"Pentru a obține acest câmp, camera trebuie să fie suficient de reverberantă, iar frecvențele trebuie să fie suficient de înalte pentru a evita efectele modurilor predominante.",frecvențele,4,4,2,4,2,4,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,7,
"Pentru a obține acest câmp, camera trebuie să fie suficient de reverberantă, iar frecvențele trebuie să fie suficient de înalte pentru a evita efectele modurilor predominante.",predominante,2,4,2,2,2,3,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,6,
"În chimia organică, carbonul este utilizat foarte frecvent , astfel încât chimiștii  știu că există un atom de carbon la capetele fiecărei linii care nu este etichetată în mod explicit .",frecvent,2,2,1,2,2,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,7,
"În chimia organică, carbonul este utilizat foarte frecvent, astfel încât chimiștii știu că există un atom de carbon la capetele fiecărei linii care nu este etichetată în mod explicit.",chimiștii,2,4,2,2,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,4,
"În chimia organică, carbonul este utilizat foarte frecvent, astfel încât chimiștii știu că există un atom de carbon la capetele fiecărei linii care nu este etichetată în mod explicit.",explicit,2,2,1,2,2,4,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,6,
"În contextul limbajelor de programare , în cazul limbajelor declarative , se furnizează date și reguli computerului, care pot fi apoi interogate  pentru a oferi date înapoi.",programare,2,4,1,2,2,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,4,
"În contextul limbajelor de programare, în cazul limbajelor declarative, se furnizează date și reguli computerului, care pot fi apoi interogate pentru a oferi date înapoi.",declarative,4,4,4,2,4,4,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,10,
"În contextul limbajelor de programare, în cazul limbajelor declarative, se furnizează date și reguli computerului, care pot fi apoi interogate pentru a oferi date înapoi.",interogate,2,4,1,2,4,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,
"În exemplul de mai sus, cantitatea conservată ar fi șosetele, sistemul ar fi uscătorul, iar sistemul este închis atâta timp cât nimeni  nu introduce  sau scoate șosete  din uscător.",nimeni,1,2,1,2,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,7,
"În exemplul de mai sus, cantitatea conservată ar fi șosetele, sistemul ar fi uscătorul, iar sistemul este închis atâta timp cât nimeni nu introduce sau scoate șosete din uscător.",introduce,2,2,1,2,2,2,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,10,
"În exemplul de mai sus, cantitatea conservată ar fi șosetele, sistemul ar fi uscătorul, iar sistemul este închis atâta timp cât nimeni nu introduce sau scoate șosete din uscător.",șosete,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,
"În etapa finală, unul dintre hidrogenii moleculei  de apă legată  este atacat  de o altă moleculă de apă, lăsând un alcool.",moleculei,4,4,2,4,2,5,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,
"În etapa finală, unul dintre hidrogenii moleculei de apă legată este atacat de o altă moleculă de apă, lăsând un alcool.",legată,4,4,2,1,1,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4,
"În etapa finală, unul dintre hidrogenii moleculei de apă legată este atacat de o altă moleculă de apă, lăsând un alcool.",atacat,4,5,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,
"În aceste cazuri, rolul agentului de implementare  este de a furniza inputurile de bază, inclusiv, dar nu numai, capitalul care va da startul proiectului și îi va permite  acestuia să continue sub propriul impuls după plecarea agentului de implementare  .",implementare,2,4,2,2,2,4,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,7,
"În aceste cazuri, rolul agentului de implementare este de a furniza inputurile de bază, inclusiv, dar nu numai, capitalul care va da startul proiectului și îi va permite acestuia să continue sub propriul impuls după plecarea agentului de implementare .",permite,2,4,1,1,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,
"În acest sistem, compușii sunt denumiți prin analogie  cu gliceraldehida, ceea ce produce în general denumiri neambigue, dar este cel mai ușor  de observat în cazul micilor biomolecule  similare gliceraldehidei.",analogie,2,2,1,2,2,4,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,6,
"În acest sistem, compușii sunt denumiți prin analogie cu gliceraldehida, ceea ce produce în general denumiri neambigue, dar este cel mai ușor de observat în cazul micilor biomolecule similare gliceraldehidei.",ușor,1,2,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
"În acest sistem, compușii sunt denumiți prin analogie cu gliceraldehida, ceea ce produce în general denumiri neambigue, dar este cel mai ușor de observat în cazul micilor biomolecule similare gliceraldehidei.",biomolecule,2,5,2,4,2,5,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,4,
În cadrul conferinței au fost prezentate  datele inițiale ale analizei medicamentului pentru boli cardiovasculare   simvastatin .,prezentate,1,2,1,2,2,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,6,
În cadrul conferinței au fost prezentate datele inițiale ale analizei medicamentului pentru boli cardiovasculare simvastatin.,cardiovasculare,2,4,2,2,2,4,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,7,
În cadrul conferinței au fost prezentate datele inițiale ale analizei medicamentului pentru boli cardiovasculare simvastatin.,simvastatin,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,
"În schimb, trece  imediat  la biții de oprire, ceea ce reprezintă o recunoaștere  a faptului că verificarea parității la acest nivel este cu adevărat inutilă.",trece,1,4,1,2,2,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,
"În schimb, trece imediat la biții de oprire, ceea ce reprezintă o recunoaștere a faptului că verificarea parității la acest nivel este cu adevărat inutilă.",imediat,1,2,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
"În schimb, trece imediat la biții de oprire, ceea ce reprezintă o recunoaștere a faptului că verificarea parității la acest nivel este cu adevărat inutilă.",recunoaștere,1,4,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,4,
"În loc să vă bazați  pe faptul că aceștia au shell  potrivit, puteți  specifica  pur și simplu ce shell ar trebui să folosească.",bazați,1,4,1,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,4,
"În loc să vă bazați pe faptul că aceștia au shell potrivit, puteți specifica pur și simplu ce shell ar trebui să folosească.",shell,4,5,5,2,2,5,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,4,
"În loc să vă bazați pe faptul că aceștia au shell potrivit, puteți specifica pur și simplu ce shell ar trebui să folosească.",specifica,2,4,1,1,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,
Conexiunile  intercelulare permit heterocitelor  să transporte azotul fixat  către celulele vecine și să primească carbohidrați.,Conexiunile,2,4,1,2,2,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,
Conexiunile intercelulare permit heterocitelor să transporte azotul fixat către celulele vecine și să primească carbohidrați.,heterocitelor,4,5,5,5,4,5,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,7,
Conexiunile intercelulare permit heterocitelor să transporte azotul fixat către celulele vecine și să primească carbohidrați.,fixat,4,4,2,1,2,4,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4,
"Oasele neregulate au forme deosebite, nu pot fi grupate  sub capetele precedente  și sunt folosite pentru atașarea  mușchilor și pentru articulații.",grupate,1,2,1,2,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,7,
"Oasele neregulate au forme deosebite, nu pot fi grupate sub capetele precedente și sunt folosite pentru atașarea mușchilor și pentru articulații.",precedente,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,
"Oasele neregulate au forme deosebite, nu pot fi grupate sub capetele precedente și sunt folosite pentru atașarea mușchilor și pentru articulații.",atașarea,2,4,1,2,2,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,
"Adaugă un  buton  la bara de instrumente de editare din editorul de surse, astfel încât este cel mai convenabil pentru paginile de discuții ale utilizatorilor cu legături  roșii, dar poate economisi un clic  sau două și în alte cazuri, chiar dacă nu este la fel de rapid ca Twinkle.",buton,1,4,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
"Adaugă un buton la bara de instrumente de editare din editorul de surse, astfel încât este cel mai convenabil pentru paginile de discuții ale utilizatorilor cu legături roșii, dar poate economisi un clic sau două și în alte cazuri, chiar dacă nu este la fel de rapid ca Twinkle.",legături,5,4,2,1,2,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,
"Adaugă un buton la bara de instrumente de editare din editorul de surse, astfel încât este cel mai convenabil pentru paginile de discuții ale utilizatorilor cu legături roșii, dar poate economisi un clic sau două și în alte cazuri, chiar dacă nu este la fel de rapid ca Twinkle.",clic,1,4,1,1,2,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,6,
"S-a spus că a trebuit să își croiască drum prin păduri fără urme , ceea ce, fără  îndoială , a fost cazul cel puțin în acest   oraș .",urme,1,4,1,2,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,6,
"S-a spus că a trebuit să își croiască drum prin păduri fără urme, ceea ce, fără îndoială, a fost cazul cel puțin în acest oraș.",îndoială,1,4,1,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,4,
"S-a spus că a trebuit să își croiască drum prin păduri fără urme, ceea ce, fără îndoială, a fost cazul cel puțin în acest oraș.",oraș,1,2,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
"În general, se crede că  pilusul  este  asamblat  de la baza sa, deoarece în membrana celulară se găsește o rezervă de pilină .",pilusul,4,5,5,5,4,5,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,7,
"În general, se crede că pilusul este asamblat de la baza sa, deoarece în membrana celulară se găsește o rezervă de pilină.",asamblat,2,4,1,4,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,
"În general, se crede că pilusul este asamblat de la baza sa, deoarece în membrana celulară se găsește o rezervă de pilină.",pilină,4,5,5,5,4,5,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,7,
"Este important ca atunci când planificați o lecție de învățare mixtă  în clasele  primare să vă concentrați pe o unitate de studiu, apoi să o împletiți  cu tehnologia.",mixtă,1,4,1,2,1,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,
"Este important ca atunci când planificați o lecție de învățare mixtă în clasele primare să vă concentrați pe o unitate de studiu, apoi să o împletiți cu tehnologia.",clasele,1,2,1,2,2,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,6,
"Este important ca atunci când planificați o lecție de învățare mixtă în clasele primare să vă concentrați pe o unitate de studiu, apoi să o împletiți cu tehnologia.",împletiți,2,2,1,2,4,2,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,6,
"Este utilizat de sistemul imunitar , pentru sinteza ADN-ului, pentru vindecarea  rănilor și pentru creșterea și dezvoltarea normală în perioadele cu activitate hormonală .",imunitar,2,4,2,2,2,2,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
"Este utilizat de sistemul imunitar, pentru sinteza ADN-ului, pentru vindecarea rănilor și pentru creșterea și dezvoltarea normală în perioadele cu activitate hormonală.",vindecarea,1,4,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
"Este utilizat de sistemul imunitar, pentru sinteza ADN-ului, pentru vindecarea rănilor și pentru creșterea și dezvoltarea normală în perioadele cu activitate hormonală.",hormonală,2,4,2,3,2,3,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,4,
"Acesta prezintă în mod repetat  ilustrații  ale cercetașilor în scene însorite de munte, fără niciun  fel de pălării.",repetat,1,2,1,2,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,7,
